card_code,level,batch,qr_url
G8B5YY,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=G8B5YY
QJA9C7,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=QJA9C7
D4ES38,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=D4ES38
K9NPX5,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=K9NPX5
T9ST75,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=T9ST75
FVPPS7,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=FVPPS7
KCC4S9,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=KCC4S9
SKZGCD,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=SKZGCD
FG9Z6P,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=FG9Z6P
QWM6AB,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=QWM6AB
RPHYG8,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=RPHYG8
VBQ9JC,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=VBQ9JC
BYN99K,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=BYN99K
R3ATFD,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=R3ATFD
PC6NAD,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=PC6NAD
QCT7QH,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=QCT7QH
CSZC4K,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=CSZC4K
KXHC4F,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=KXHC4F
ARGYE3,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=ARGYE3
VEQBR6,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=VEQBR6
RJKZBX,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=RJKZBX
ZR56F3,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=ZR56F3
THRP55,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=THRP55
FEVKHC,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=FEVKHC
WG3FQB,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=WG3FQB
G9WWVY,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=G9WWVY
H2PB9T,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=H2PB9T
SHFB6T,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=SHFB6T
ZJ7WM4,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=ZJ7WM4
QP9GWA,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=QP9GWA
PTHFS4,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=PTHFS4
QMQCN6,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=QMQCN6
Q6BKD3,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=Q6BKD3
E9DDS7,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=E9DDS7
R9GEED,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=R9GEED
RM8FV2,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=RM8FV2
FJWGY4,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=FJWGY4
J2JZ33,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=J2JZ33
M3KNKN,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=M3KNKN
VYNEJ9,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=VYNEJ9
WX326X,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=WX326X
BANXHY,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=BANXHY
ZX975N,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=ZX975N
XT6BA6,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=XT6BA6
PDNE92,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=PDNE92
Y63464,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=Y63464
DEFHPQ,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=DEFHPQ
ZF3ERK,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=ZF3ERK
HZBKFM,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=HZBKFM
CFW3MF,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=CFW3MF
RGAPH2,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=RGAPH2
X7ZCZF,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=X7ZCZF
QM7ZNM,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=QM7ZNM
M44A7D,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=M44A7D
HX9QTB,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=HX9QTB
V4M98H,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=V4M98H
VZXRCT,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=VZXRCT
YKX3QQ,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=YKX3QQ
VCT28Y,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=VCT28Y
G6DV24,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=G6DV24
ZAHTE6,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=ZAHTE6
RE9VPK,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=RE9VPK
ARGX3C,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=ARGX3C
GEW34H,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=GEW34H
GWRDNW,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=GWRDNW
V3KRT4,1,2026-08-launch L1,https://docs.google.com/forms/d/e/1FAIpQLScnIjuWRQlRdgQVZZcXZomABKM1DjY7-Ng6nUBuwGt75gL0mg/viewform?usp=pp_url&entry.1582082090=V3KRT4
